,User_Name,Name,Description (Status),Tweets Posted,Location,No of Followers,Device Used for Tweet,Date of Tweet Creation,No of Friends
90,buzzsubash,Subash Krishnan,Data storage architect@HPE. FnO Trader. Investor.,"RT @AMISHPA99598328: VEDANT  FASHIONS LTD   IPO  FULL  DETAILS
https://t.co/B9rDqGlgzP
#nifty50 #sharemarket #angelbroking #angelbroking  #…",Singapore,1481,Subash Auto Tweet Bot,2022-02-07 06:42:55+00:00,117
91,SuklaMajumder18,Sukla Majumder,"🇮🇳BHARAT MATA KI JAY🇮🇳
            🇮🇳EK NISHAN🇮🇳
            🇮🇳EK BIDHAN🇮🇳 
            🇮🇳EK PRADHAN🇮🇳
   🙏SABKA SATH SABKA BISWAS🙏","RT @BjpBiplab: #Budget2022 seeks to lay the foundation to steer the economy over Amrit Kaal of next 25 years, from India at 75 to India at…","Tripura, India",199,Twitter for Android,2022-02-07 06:42:41+00:00,52
92,SuklaMajumder18,Sukla Majumder,"🇮🇳BHARAT MATA KI JAY🇮🇳
            🇮🇳EK NISHAN🇮🇳
            🇮🇳EK BIDHAN🇮🇳 
            🇮🇳EK PRADHAN🇮🇳
   🙏SABKA SATH SABKA BISWAS🙏","RT @BjpBiplab: PM Gati Shakti is driven by 7 engines: roads, railways, airports, ports, mass transport, waterways. logistics infra

All 7 e…","Tripura, India",199,Twitter for Android,2022-02-07 06:42:39+00:00,52
93,SumitPrakash55,सुमित प्रकाश KRT,"District Coordinator @KSCFIndia #Environmentalist #सौरानदीबचाओ अभियान OrgSec.@yhaindia.  #DistrictMediaIncharge @BJP4purnea
#LetsInspireBihar #SaveSauraCampaign","RT @BBAIndia: We need  #FairShareforChildren  in budgetary allocation and in resources
@k_satyarthi  
#mondaymotivation #Budget2022 @FairSh…","Purnea , Bihar",5465,Twitter for Android,2022-02-07 06:42:14+00:00,784
94,MotilalOswalLtd,Motilal Oswal Financial Services Ltd,Experience the advantage of both worlds with Motilal Oswal PHYGITAL- https://t.co/lwV24r5OHT,"""Capex target of Rs. 7.5 Lac crore vs Rs. 5.5 Lac crore is a most important takeaway from this #Budget"" says… https://t.co/mdF5W1kXCT",Mumbai,111263,Twitter Web App,2022-02-07 06:42:01+00:00,396
95,MukeshG95,Mukesh Gupta,"हर भरतीय दुनिया का सबसे अच्छा मानव हैं! 

A Good thing is not Always Perfect.
क्रिप्टो में धैर्य यही सब कुछ है!! 😂😂😂","RT @indiacoin15: #Cryptoizationinindia $India

👉🏿 Taxation on #Cryptocurrency #Budget2022

📄30% tax levied on the income on transfer of dig…","New Delhi, India",59,Twitter for Android,2022-02-07 06:42:01+00:00,123
96,SureshVarmaCA,Suresh Kumar Varma,,"RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",,59,Twitter for Android,2022-02-07 06:41:48+00:00,1224
97,VitaminAngelsIn,Vitamin Angels India,Global #publichealth #nutrition organization delivering evidence-based nutrition interventions to vulnerable populations in India.,"#ICYMI Presenting #Budget2022 last week, Hon'ble Finance Minister Nirmala Sitharaman recognised the importance of '… https://t.co/TGiim611wO",India,36,Twitter Web App,2022-02-07 06:41:22+00:00,56
98,meombanerjee,Om Banerjee,"At times good, at times bad. Suffering from inconsistency.","What a speech delivered by Shri @AnandSharmaINC ji in Rajya Sabha. Rich in content, and with balanced approach, Shr… https://t.co/ozSiqLSx23",,0,Twitter Web App,2022-02-07 06:40:47+00:00,12
99,MahaSin80983064,Maha Singh,,RT @Abhijeet_Sinhaa: This #Budget2022 where government will also give $6 billion in incentives to companies to build clean vehicles and pro…,,6,Twitter for Android,2022-02-07 06:40:40+00:00,503
100,I_am_azhar__,Azhar Khan,"Tweet about Humanity!
Believe Humanity!
 Activist!","RT @Diya4RG: Budget 2022 
#BUDGET2022 
#Budget 
#Budget22 
#BudgetBytes",,2357,Twitter for Android,2022-02-07 06:40:06+00:00,1082
101,ASSOCHAM4India,ASSOCHAM #WearAMask,Official Twitter a/c of India’s oldest apex industry body estd. 1920. Our main aim is nation-building through growth of biz & harmonious govt-industry interface,"The #Budget2022 is pathbreaking. The boldest step is allocating Rs.19,500 crore for the solar PLI scheme. I think i… https://t.co/6rbv4YkJiT","New Delhi, India",13587,Twitter Web App,2022-02-07 06:39:47+00:00,709
102,UnionBudget2022,Budget 2022 #Budget2022,Get ready for all the Budget 2022 updates,"44% respondents say inflation won't come down after Budget: Survey

#Budget2022 #Budget #UnionBudget2022… https://t.co/EoxULNr7zn",India,984,Twitter Web App,2022-02-07 06:39:43+00:00,307
103,BBAIndia,BachpanBachaoAndolan,"A grassroots movement protecting children and ensuring their rehabilitation and education, since four decades. Founded by Nobel Peace Laureate @k_satyarthi.","We need  #FairShareforChildren  in budgetary allocation and in resources
@k_satyarthi  
#mondaymotivation… https://t.co/yWPAt8k5Kn",New Delhi,6718,Twitter Web App,2022-02-07 06:39:18+00:00,183
104,CASrini11,Srinivasa M,,"RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",,69,Twitter for Android,2022-02-07 06:38:46+00:00,244
105,UnionBudget2022,Budget 2022 #Budget2022,Get ready for all the Budget 2022 updates,"@Budget2022 @LocalCircles Also, Taxation of digital assets was also welcomed by the people.  #Budget2022 #UnionBudget2022",India,984,Twitter Web App,2022-02-07 06:38:08+00:00,307
106,varma_ravii,Ravi Varma,"Working with Software Technology Parks of India @stpiindia (Tweets are personal, retweets are not endorsements)",RT @Omkar_Raii: The significant #Capex boost in the #Budget2022 touching Rs. 7.50 lakh crore for the FY 2023 from Rs. 5.54 lakh crore in FY…,Indore,474,Twitter for iPhone,2022-02-07 06:37:26+00:00,270
107,inves4_com,Nitin Jain,"Trying to simplify equity analysis.
Investor, consultant, blogger. 20+ yrs -  GS, ICICI, ICRA, AFF. All India Silver Medalist CA","BTW we are back to the pre-budget levels.

#Budget2022 #nifty https://t.co/2vtBHBMkzr","Mumbai, India",5919,Twitter Web App,2022-02-07 06:36:55+00:00,161
108,varma_ravii,Ravi Varma,"Working with Software Technology Parks of India @stpiindia (Tweets are personal, retweets are not endorsements)","RT @Omkar_Raii: Initiatives like extension of tax holiday for startups, reduction in tax burden for investors in startups, and modernizatio…",Indore,474,Twitter for iPhone,2022-02-07 06:36:39+00:00,270
109,harshdeep_ahuja,Harshdeep Ahuja,INDIAN 🇮🇳 Engineer 🤓 | Actor 😎 | Youtuber 🎥,Google Chrome changing it's logo just like Indian Budget #Budget2022 https://t.co/S8ZSB1It28,New Delhi,2809,Twitter for iPhone,2022-02-07 06:36:03+00:00,108
110,Wildreamz,Wildreamz,"Tech💻Trends📈 Futurism🔮
NBA🏀","RT @business: Crypto just became legal in India, with a 30% tax on income from sale of digital assets https://t.co/u0qmwJpMd9 #Budget2022 h…",Singapore,962,Twitter Web App,2022-02-07 06:35:54+00:00,4992
111,digital_robo,Digital Marketing Robo,We present to you a team of dedicated specialists with proven expertise for different key areas of digital marketing & branding.,"Minister of Finance Nirmala Sitharaman announced the Centre’s plan to establish a digital university. 
Wherein, dig… https://t.co/8xZDRZEdBn","Vibhuti Khand, Lucknow",25,Twitter Web App,2022-02-07 06:35:42+00:00,19
112,AshishK51938984,Ashish Kumar,The triggered one,In my nearest health center they don't have #Covaxin and they have only #covishield. Only 3 or 4 health centers in… https://t.co/rXRFF4yNzs,,0,Twitter for Android,2022-02-07 06:35:37+00:00,12
113,Budget2022,Budget 2022 #Budget2022 😷Wear Mask!🙏🏻,"Latest Updates, News, Announcements and Highlights on Budget 2022.

#Budget2022 #UnionBudget2022 #Budget #UnionBudget","A survey conducted by community platform @LocalCircles to understand how #Budget2022 would benefit India, found tha… https://t.co/5QRRL97WJE",India,5767,Twitter Web App,2022-02-07 06:35:32+00:00,1720
114,cropalytics,RMSI Cropalytics,"#Agritech #startup that combines advanced modelling, #machinelearning, & #crop & meteorological #expertise to provide breakthrough #solutions for #agri industry","""The government’s recent revision in #geospatial data guidelines and the Budget announcement on use of #kisandrones… https://t.co/e47YXxNoYv",Noida,187,TweetDeck,2022-02-07 06:35:18+00:00,164
115,stpi_srini,TyIer Winkelev̶༝o̶s̶sᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,,"RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…","Chennai, India",170,Twitter for Android,2022-02-07 06:35:08+00:00,223
116,shivamgoel009,shivam goel,Computer Scientist at Adobe,"RT @shivamgoel009: Income tax regime needs to be revisited as per current time. Raise your voice if you are salaried person. 
#tax #india #…","Noida, India",27,Twitter Web App,2022-02-07 06:34:36+00:00,2
117,NeetaDa53531094,Neeta Das,,"RT @rsprasad: .@narendramodi Govt is committed to the welfare of farmers.

Since the launch of PM- Kisan it has provided income support to…",,50,Twitter for Android,2022-02-07 06:33:47+00:00,48
118,HadiyaVp,Hadiya Vp,A Corporate Law student 🧑‍🎓 @icsi_cs • https://t.co/IXlb2xU0yb Graduate • Ex-KVian • Here to share my personal views on what I know & connect professional beings •,"RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",Nowhere,18,Twitter for Android,2022-02-07 06:33:34+00:00,54
119,harshmandowara5,harsh mandowara,,"#cryptocurrency #taxes #India #Budget2022:
 (1) Gains arising on the transfer to be taxed @ 30% 
(2) Only deduction… https://t.co/u5C78Vgiaa",,3,Twitter Web App,2022-02-07 06:33:25+00:00,23
120,smefutures,SME FUTURES,"It is a platform where SME leaders will find their voice and concerns amplified. A fair, objective, incisive and data-driven media outlet for the people.","While the #government is projecting #Budget2022  as a visionary step towards a self-reliant and modern India, India… https://t.co/6v7XT8dgv9","New Delhi, India",212,Twitter Web App,2022-02-07 06:30:47+00:00,127
121,ORF_CNED,The Centre for New Economic Diplomacy,,Tax concessions for co-operative societies is a step in the right direction to support financial inclusion of… https://t.co/G62BnOz3wu,"New Delhi, India",1248,TweetDeck,2022-02-07 06:30:00+00:00,52
122,shivamgoel009,shivam goel,Computer Scientist at Adobe,"Income tax regime needs to be revisited as per current time. Raise your voice if you are salaried person. 
#tax… https://t.co/MKyTgGCtbK","Noida, India",27,Twitter Web App,2022-02-07 06:29:48+00:00,2
123,bhargavkrishna,Bhargav Krishna,Fellow @CPR_Climate @CPR_India; Visiting Faculty @azimpremjiuniv; DrPH Alum @HarvardChanSPH; Member @CareForAirIndia; Gooner. Views personal.,"RT @CPR_Climate: #Environmentality | S. Mathew &amp; @AruneshKarkun on #Budget2022 and its implications for #AirQuality governance:
–A silent p…",Delhi,1144,Twitter Web App,2022-02-07 06:29:45+00:00,1210
124,Kaushik_EW,kaushik,"#elliotwave -- wave counts projections +  planetary aspects -not sebi regd. tweets are personal posts only not any reco to buy/sell
Disclaimer - pintweet","#Budget2022 nifty low 17244 after budget high was 17794... todays low 17296 near budget lows...
kya hua ? TV analys… https://t.co/gwj9bD8PYz",,5166,Twitter Web App,2022-02-07 06:28:58+00:00,14
125,PuthranAbhay,Abhay Puthran,,"RT @MDManappuram: The thrust on capital expenditure in #Budget2022 is laudable and the right approach. However, the high fiscal deficit can…",,3,Twitter for Android,2022-02-07 06:28:44+00:00,6
126,Ewedsq,✍️,,"RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",,21,Twitter for Android,2022-02-07 06:28:43+00:00,58
127,AgrajeetK,Agrajeet Karmakar,"Hodl #BTC #ETH #BNB #ENJ #DETO #BLOK
#WeareallSatoshi....



My Idols :-@bahugunasandeep @cryptooady ❤️❤️
@realkrsna 's fan boy..","RT @nrjkhandelwal: Ever since #CryptoTaxation was announced in #Budget2022, there's been a lot of questions around how it will actually wor…",,189,Twitter for Android,2022-02-07 06:28:38+00:00,712
128,AJITRAJ27665415,AJIT RAJ,,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,0,Twitter Web App,2022-02-07 06:28:35+00:00,12
129,NavjeevanExp,Navjeevan Express,"An Online News Portal! 
Voice of the Common Man!","Revenue Secy exhorts India Inc to speed up investment in greenfield maufacturing https://t.co/shCglnYJnC 
#ASSOCHAM… https://t.co/opaVyIqpQz",,94,Twitter Web App,2022-02-07 06:28:21+00:00,2497
130,jonakchowdhury,Jonak Chowdhury,,"RT @Omkar_Raii: Initiatives like extension of tax holiday for startups, reduction in tax burden for investors in startups, and modernizatio…",Guwahati,44,Twitter Web App,2022-02-07 06:28:07+00:00,57
131,KingKolly2,kohli,"______captain Kolly_______
yuvi ❤, boom ❤ rahul ❤ dhoni ❤ ABD ❤ Dale  
----- follow will follow back ------","RT @CaSondagar: Virtual Digital Assets
#IncomeTax and #TDS as per #Budget2022 https://t.co/KbAId1EDUt",,7,Twitter Web App,2022-02-07 06:27:25+00:00,140
132,MohitKumar10092,Mohit Kumar,,"RT @MotorOctane: Government to bring a battery-swapping policy to boost the EV ecosystem in India
#budget2022 #EVs #unionbudget",,281,Twitter for Android,2022-02-07 06:27:13+00:00,1003
133,archanapradhan,Archana Pradhan,communication consultant,"RT @MDManappuram: The thrust on capital expenditure in #Budget2022 is laudable and the right approach. However, the high fiscal deficit can…",Mumbai,73,Twitter for iPhone,2022-02-07 06:26:48+00:00,289
134,jonakchowdhury,Jonak Chowdhury,,"RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…",Guwahati,44,Twitter Web App,2022-02-07 06:26:27+00:00,57
135,harshmandowara5,harsh mandowara,,Startups are to be promoted to facilitate ‘Drone Shakti’ through varied applications and for Drone-As-AService… https://t.co/Z71XqexXK4,,3,Twitter Web App,2022-02-07 06:26:23+00:00,23
136,DibyaDash10,Dibya Dash,,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,0,Twitter Web App,2022-02-07 06:26:14+00:00,5
137,JSivaram21,Sivaram Jayaraman,,"Folks, Cap proposed for the surcharge on LTCG from shares of unlisted companies is at 15 percent (#UnionBudget2022)… https://t.co/XIChQ31Tir",,1,Twitter Web App,2022-02-07 06:26:12+00:00,6
138,Er_Fazil_khan,Fazil khan,"An experienced professional having fun by learning to make, break and troubleshoot security incidents.","Born free, Taxed to DEATH.

#Budget2022",,6,Twitter for Android,2022-02-07 06:26:00+00:00,149
139,jonakchowdhury,Jonak Chowdhury,,RT @Omkar_Raii: The significant #Capex boost in the #Budget2022 touching Rs. 7.50 lakh crore for the FY 2023 from Rs. 5.54 lakh crore in FY…,Guwahati,44,Twitter Web App,2022-02-07 06:25:38+00:00,57
140,ThePradeep_A,Pradeep Aggarwal,"Founder & Chairman - Signature Global @signatureglobal. Chairman – ASSOCHAM @ASSOCHAM4India National Council on Real Estate, Housing & Urban Development",A boost in budgetary allocations across all sectors will spur the Indian economy. Read more about this in my author… https://t.co/TtQ2AxsGLF,Gurgaon,1195,Twitter Web App,2022-02-07 06:24:45+00:00,946
141,HudaShaikh0412,Huda Shaikh,,"RT @MDManappuram: The thrust on capital expenditure in #Budget2022 is laudable and the right approach. However, the high fiscal deficit can…",,7,Twitter Web App,2022-02-07 06:24:29+00:00,23
142,DrNilanjanG,"Nilanjan Ghosh, PhD","Economist and Columnist; Director - Centre for New Economic Diplomacy (CNED) & Kolkata Centre, ORF.",RT @ORFKolkata: The #UnionBudget speech gives the impression of a paradigm shift from addressing the traditional macroeconomic parameters t…,Kolkata,244,Twitter for Android,2022-02-07 06:24:21+00:00,85
143,harshmandowara5,harsh mandowara,,"100 PM GatiShakti Cargo Terminals for multimodal logistics facilities are to be developed during the next
three yea… https://t.co/8ZuEqvHyer",,3,Twitter Web App,2022-02-07 06:24:20+00:00,23
144,rsrividhya1,Srividhya Ramamurthy,,"RT @stpiindia: #STPIUPDATE: Glimpses of Sh. Arvind Kumar, DG, #STPIINDIA sharing thoughts on #Budget2022 on @News18India, addressing at a w…","STPI-Chennai, India ",24,Twitter Web App,2022-02-07 06:24:06+00:00,16
145,ORFKolkata,ORF Kolkata,"Non–partisan, independent analyses on security, strategy, economy, development, energy & global governance.",The #UnionBudget speech gives the impression of a paradigm shift from addressing the traditional macroeconomic para… https://t.co/v27UHL5Hdd,"Kolkata, India",71,TweetDeck,2022-02-07 06:24:00+00:00,45
146,harshmandowara5,harsh mandowara,,"National Highways network is to be expanded by 25,000 kms in FY23 #India #ModiGovt #Budget2022 #nitingadkari #Roadsafety",,3,Twitter Web App,2022-02-07 06:23:20+00:00,23
